paper_id,source_record_ids,epj_fields,sampling_stratum,G1_computationally_testable,G1_reason,G2_principal_target_identifiable,G3_input_accessibility,G4_resource_accessibility,G5_specification_sufficient_for_attempt,G6_implementation_created,G7_execution_successful,G8_numerical_target_reproduced,G9_corresponding_conclusion_preserved,assessment_status,evidence_id
PMID:31977275,epj-08980,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31978764,epj-08696,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31979134,epj-09738,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31983329,epj-08919,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31987326,epj-09572,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31988439,epj-09918,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31989311,epj-09370,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:31990959,epj-09234,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32000129,epj-08849,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32002536,epj-09627,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32005953,epj-09301,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32027701,epj-09554,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32028694,epj-09480,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32033182,epj-08679,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32036289,epj-08686,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32041527,epj-08763,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32044476,epj-08655,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32044603,epj-09580,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32056297,epj-09578,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32056489,epj-09136,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32059333,epj-08864,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32059588,epj-08692,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32064897,epj-09027,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32067565,epj-09567,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32069729,epj-08750,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32070624,epj-04699,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32072490,epj-05536,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32076132,epj-04983,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32078964,epj-04916,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32081325,epj-09241,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32081959,epj-05626,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32084150,epj-09708,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32090431,epj-09353,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32090798,epj-08676,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32091001,epj-05175,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32091372,epj-08934,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32091631,epj-08730,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32093072,epj-05092,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32094499,epj-05627,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32097642,epj-05596,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32100177,epj-05307,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32101366,epj-05578,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32103461,epj-09316,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32105932,epj-09864,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32107488,epj-09063,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32111697,epj-04522,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32126487,epj-09519,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32128606,epj-09401,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32130594,epj-05655,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32133852,epj-09701,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32143201,epj-04685,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32146364,epj-05008,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32148162,epj-09566,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32148207,epj-04532,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32149470,epj-05273,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32151368,epj-05310,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32154525,epj-04361,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32160814,epj-05374,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32164547,epj-04381,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32165433,epj-08890,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32166793,epj-04709,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32169362,epj-04719,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32169756,epj-05118,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32174485,epj-04483,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32179826,epj-09028,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32181342,epj-09858,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32184083,epj-04366,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32187220,epj-09976,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32191377,epj-05191,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32191429,epj-04848,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32191894,epj-04676,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32196972,epj-04392,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32198050,epj-05326,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32198372,epj-09860,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32200920,epj-05055,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32204386,epj-04509,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32212581,epj-08705,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32216020,epj-09081,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32217351,epj-05688,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32218331,epj-09086,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32220774,epj-09284,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32221328,epj-08932,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32222219,epj-04352,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32225141,epj-05027,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32227670,epj-04682,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32228675,epj-09186,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32232794,epj-04520,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32237094,epj-09764,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32237258,epj-04662,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32238600,epj-04766,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32238776,epj-09250,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32239126,epj-04613,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32246779,epj-05037,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32248042,epj-04586,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32248134,epj-05297,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32250775,epj-09289,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32250810,epj-09451,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32250924,epj-08892,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32255778,epj-09115,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32268375,epj-08857,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32271219,epj-05145,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32272149,epj-09390,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32276045,epj-09210,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32279273,epj-09716,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32281071,epj-05353,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32283902,epj-04862,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32284403,epj-04517,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32289323,epj-09874,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32293191,epj-05587,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32298992,epj-09532,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32302372,epj-08812,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32302584,epj-09041,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32306117,epj-08991,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32306252,epj-04603,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32307710,epj-09465,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32313088,epj-09917,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32317527,epj-04711,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32318022,epj-08593,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32323874,epj-05152,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32325330,epj-09408,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32326522,epj-08729,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32332805,epj-05119,Physics_Engineering,Physics_Engineering,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32332903,epj-09925,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
PMID:32334217,epj-09322,Environmental_Earth,Environmental_Earth,uncertain,not_assessed,uncertain,unknown,unknown,uncertain,not_assessed,not_assessed,not_assessed,not_assessed,NOT_STARTED,not_assessable
